,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,lat,lon,Date Last Confirmed,EV Connector Types
3700,ELEC,Tampa Area Electrical JATC,5625 Harney Rd,Tampa,FL,33610,813-621-3002,27.988101,-82.39216390000001,2014-08-05,J1772
3701,E85,McClure Oil #46,1148 S Bloomington St,Greencastle,IN,46135,765-674-9771,39.6330594,-86.8522035,2014-07-03,
3702,CNG,Clean N' Green - Waste Management,1224 Hayes Blvd,Bristol,PA,19007,800-950-3835,40.121981,-74.8564544,2014-04-04,
3703,ELEC,HENNEPIN COUNTY,300 Nicollet Mall,Minneapolis,MN,55402,888-758-4389,44.980114,-93.270256,2014-08-11,NEMA520 J1772
3704,ELEC,CARCHARGING,2050 E Osceola Pkwy,Kissimmee,FL,34743,888-758-4389,28.344654100000003,-81.3620911,2014-08-11,J1772
3705,ELEC,Stadium Nissan,1140 W Katella Ave,Orange,CA,92867,714-633-8430,33.808048,-117.864897,2014-04-21,J1772
3706,CNG,Disneyland Resort Transportation Center,1313 S Harbor Blvd,Anaheim,CA,92802,,33.811589700000006,-117.91674209999998,2014-05-02,
3707,LPG,Ace Propane,7435 S Loop 1604 W,Von Ormy,TX,78073,830-701-3300,29.229770000000002,-98.6493,2013-02-28,
3708,E85,Kroger #364,6060 FM 2920 Rd,Spring,TX,77379,281-370-2072,30.075284000000003,-95.517049,2013-11-30,
3709,LPG,Suburban Propane,1205 Huntington Ave,Warren,IN,46792,260-375-3565,40.691638,-85.429839,2014-07-03,
3710,ELEC,Water Front Plaza,500 Ala Moana Blvd,Honolulu,HI,96813,808-532-4750,21.301261,-157.86219,2014-05-02,J1772
3711,ELEC,Hecker Pass Plaza,1300 S. 1st Street,Gilroy,CA,95020,800-663-5633,37.0135158,-121.5955364,2014-08-11,J1772
3712,LPG,Servigas - Ikard & Newsom,125 Rio W,El Paso,TX,79932,915-585-1177,31.880258299999998,-106.59545770000001,2013-02-28,
3713,BD,City of Boulder Fleet Services,5064 Pearl St,Boulder,CO,80301,,40.0259614,-105.23523329999999,2013-10-31,
3714,ELEC,CF BMW,5299 US-58,Virginia Beach,VA,23462,888-758-4389,36.847679299999996,-76.1624423,2014-08-11,J1772
3715,ELEC,BRIGHTFIELDTS,163 S Charlotte St,Asheville,NC,28801,888-758-4389,35.5919653,-82.5488837,2014-08-11,NEMA520 J1772
3716,ELEC,BMW GROUP,880 Doolittle Dr,San Leandro,CA,94577,888-758-4389,37.719898799999996,-122.18899009999998,2014-08-11,J1772
3717,E85,Holiday Stationstore #5,629 Rice St,Saint Paul,MN,55103,651-291-2458,44.959902,-93.106581,2014-04-04,
3718,BD,City of Phoenix,3045 S 22nd Ave,Phoenix,AZ,85015,,33.4842562,-112.10630630000001,2013-10-31,
3719,ELEC,MARINA MAR CHG,524 W Washington Blvd,Marina Del Rey,CA,90291,888-758-4389,33.982411299999995,-118.4599971,2014-08-11,J1772
3720,E85,Tesoro,Highway 1 & Highway 13,Verona,ND,58490,701-432-5541,46.36566,-98.07654699999999,2013-11-30,
3721,BD,FE Warren Air Force Base,7100 Saber Rd,Cheyenne,WY,82005,,41.145151299999995,-104.87147709999999,2014-08-05,
3722,E85,Airport Clark,5979 S Howell Ave,Milwaukee,WI,53207,414-747-8779,42.935796,-87.91030400000001,2013-10-31,
3723,ELEC,Vermont Law School,164 Chelsea St,Royalton,VT,5068,802-831-1000,43.821682,-72.520905,2013-03-31,NEMA520 J1772
3724,ELEC,USA Hawaii Credit Union,1226 College Walk,Honolulu,HI,96817,650-845-2869,21.315431,-157.86175,2014-05-02,J1772
3725,LPG,U-Haul,14225 SW Tualatin Valley Hwy,Beaverton,OR,97005,503-643-9539,45.4900047,-122.8237033,2014-03-06,
3726,ELEC,Skagit Valley College,2405 E. College Way,Mt. Vernon,WA,98273,888-998-2546,48.43657,-122.315777,2014-08-11,J1772
3727,LPG,WTG Propane,300 US 385,Marathon,TX,79842,432-386-4422,30.20148,-103.23700000000001,2013-02-28,
3728,ELEC,ATLANTIC CITY,6037 Black Horse Pike,Egg Harbor Township,NJ,8234,888-758-4389,39.435911600000004,-74.61381209999999,2014-08-11,J1772
3729,ELEC,PLUGNEVERYWHERE,1212 Rio Grande St,Austin,TX,78701,888-758-4389,30.276761999999998,-97.74760490000001,2014-08-11,NEMA520 J1772
3730,ELEC,VISTA BMW,4401 W Sample Rd,Coconut Creek,FL,33073,888-758-4389,26.275211,-80.184495,2014-08-11,J1772
3731,ELEC,The Presentation Center,19480 Bear Creek Rd,Los Gatos,CA,95033,408 354-2346,37.17488,-122.009,2013-12-31,NEMA515 J1772
3732,ELEC,Prairie Trail School,13600 W Wadsworth Rd,Wadsworth,IL,60083,847-623-4333,42.428585299999995,-87.8949392,2013-12-31,J1772
3733,ELEC,Google,340 Main St,Venice,CA,90291,,33.995018,-118.4763,2013-11-30,J1772
3734,CNG,Oklahoma Natural Gas - Enid Service Center,421 S Garland Rd,Enid,OK,73703,888-609-2410  800-664-5463,36.3924454,-97.9428617,2014-08-05,
3735,ELEC,City of Rancho Cucamonga - Archibald Library,7368 Archibald Ave,Rancho Cucamonga,CA,91730,909-477-2700,34.120214000000004,-117.593952,2013-12-31,J1772
3736,ELEC,NATIONAL GRID,622 George Washington Hwy,Lincoln,RI,2865,888-758-4389,41.9356995,-71.478363,2014-08-11,J1772
3737,LPG,U-Haul,7701 Tam O'Shanter Dr,Stockton,CA,95210,209-473-0909,38.01918,-121.301,2014-05-02,
3738,ELEC,United Illuminating Co - Bridgeport Hospital,267 Grant St,Bridgeport,CT,6610,,41.188809899999995,-73.1664495,2014-04-21,J1772
3739,ELEC,Middletown Nissan,1153 Newfield St,Middletown,CT,6457,860-632-6550,41.5903224,-72.6757242,2014-04-21,J1772 CHADEMO
3740,BD,South Carolina State Fleet - Bamberg,462 S Main,Bamberg,SC,29003,,33.305966,-81.0338589,2014-06-03,
3741,LNG,Clean Energy - Portland OR,10725 N Vancouver Way,Portland,OR,97217,866-809-4869,45.6016637,-122.6764875,2014-04-04,
3742,LPG,Salmon River Propane,520 Main St,Salmon,ID,83467,208-756-2811,45.1757759,-113.89429309999998,2014-05-02,
3743,LPG,U-Haul,15707 Leffingwell Rd,Whittier,CA,90604,562-943-7294,33.9316109,-117.994289,2014-05-02,
3744,ELEC,Don Marshall Nissan,1147 S Highway 27,Somerset,KY,42501,606-678-8178,37.07541,-84.618089,2014-05-02,J1772
3745,LPG,U-Haul,2125 Dempster St,Evanston,IL,60201,847-864-8877,42.041488,-87.703333,2013-10-31,
3746,E85,Thorntons #73,3045 Dixie Hwy,Edgewood,KY,41018,859-331-7931,39.021574,-84.58671899999999,2014-07-02,
3747,LPG,Glacier Center,10049 US Highway 2 E,Columbia Falls,MT,59912,406-387-5090,48.413884,-114.04924199999999,2014-08-05,
3748,ELEC,MONTEFIOREMOSES,111 E 210th St,New York,NY,10467,888-758-4389,40.8797184,-73.8803938,2014-08-11,J1772
3749,ELEC,Nanni Branch Libary,7300 N. Shannon,Tucson,AZ,85741,888-998-2546,32.34001,-111.02728,2014-08-11,J1772
3750,ELEC,Torre Nissan,79125 Highway 111,La Quinta,CA,92253,760-777-8999,33.706936999999996,-116.28364199999999,2014-05-02,J1772 CHADEMO
3751,ELEC,BOOKMANS,3733 W Ina Rd,Tucson,AZ,85741,888-758-4389,32.3363609,-111.0446472,2014-08-11,NEMA520 J1772
3752,CNG,City of Los Angeles - Hollywood,6640 W Romaine St,Los Angeles,CA,90038,,34.088887299999996,-118.33511570000002,2014-04-04,
3753,ELEC,Passport Nissan - Alexandria,150 S Pickett St,Alexandria,VA,22304,703-823-9000,38.809047,-77.12195,2014-04-21,J1772
3754,LPG,Northern Energy,2625 Airway Ave,Kingman,AZ,86409,928-757-7923,35.225032,-114.01767199999999,2013-02-28,
3755,E85,National Center for Agricultural Utilization Research,1815 N University St,Peoria,IL,61604,,40.709278000000005,-89.614915,2014-08-05,
3756,ELEC,EZ-PARKER,Airport Rd,Kenner,LA,70062,888-758-4389,29.9833813,-90.2573166,2014-08-11,NEMA520 J1772
3757,E85,Kum & Go #510,629 S Division St,Stuart,IA,50250,515-523-1130,41.5101005,-94.3182978,2014-03-06,
3758,LPG,Blossman Gas Inc,2086 Highway 49 S,Jackson,MS,39073,601-939-7930,32.183839899999995,-90.135176,2014-06-03,
3759,CNG,City of Rock Hill,757 S Anderson Rd,Rock Hill,SC,29730,803-325-2500,34.921943299999995,-80.99262689999998,2014-06-03,
3760,LPG,Titan Propane - AmeriGas,4230 W Chestnut Expy,Springfield,MO,65802,417-889-2239  417-864-4200,37.211655,-93.366681,2014-06-03,
3761,E85,Speedway #8033,1589 N State Rd 1,Cambridge City,IN,47327,765-478-5310,39.85021029999999,-85.14444519999998,2014-03-06,
3762,LNG,Clean Energy - Valero,9221 Wallisville Rd,Houston,TX,77013,562-493-2804,29.793667,-95.265876,2013-07-31,
3763,CNG,Greer Commission of Public Works,115 Duke St,Greer,SC,29650,864-449-2515,34.937494799999996,-82.2335566,2014-06-03,
3764,BD,Dare County - North Carolina DOT,Simon St,Manteo,NC,27954,,35.906366999999996,-75.676864,2013-06-30,
3765,LPG,Ferrellgas,364 Lower Grass Valley Rd,Nevada City,CA,95959,530-265-5896,39.2450441,-121.0290861,2014-05-02,
3766,LPG,Bonanza Station,318 FM 1713,Whitney,TX,76692,254-694-2702,31.950907,-97.388002,2013-02-28,
3767,ELEC,Lewis Nissan,100 Appalachian Dr,Beckley,WV,25801,330-644-8888,37.815721,-81.18435500000001,2014-05-02,J1772
3768,ELEC,Tempe Parking Garage,117 E. 5th Street,Tempe,AZ,85251,888-998-2546,33.424846,-111.937753,2014-08-11,J1772
3769,LPG,Suburban Propane,12820 34th Ave NE,Marysville,WA,98271,360-659-1251,48.1116249,-122.18636399999998,2014-06-03,
3770,E85,SuperAmerica #4369,5201 Post Rd,Minneapolis,MN,55450,612-726-1787,44.870302,-93.200133,2014-04-04,
3771,E85,Western Convenience Store,11515 N Highway 83,Parker,CO,80134,720-851-6901,39.50815240000001,-104.7635259,2014-06-03,
3772,CNG,GAIN Clean Fuel,2425 S 35th St,Milwaukee,WI,53215,800-490-4915,43.0002866,-87.9592893,2014-08-05,
3773,ELEC,Ashland - 138 N Pioneer,138 N Pioneer Street,Ashland,OR,97520,888-998-2546,42.197275,-122.71280900000001,2014-08-11,J1772
3774,E85,Road Ranger #231,10114 N 2nd St,Machesney Park,IL,61115,815-315-4937,42.367497,-89.035815,2013-04-30,
3775,ELEC,Walnut Creek Ford,1800 N Main St,Walnut Creek,CA,94596,952-932-2900,37.903704,-122.06265379999999,2013-12-31,J1772
3776,ELEC,BERT OGDEN BMW,3201 N 10th St,McAllen,TX,78501,888-758-4389,26.232927899999996,-98.2253633,2014-08-11,J1772
3777,ELEC,Douglass Nissan,1001 Earl Rudder Fwy S,College Station,TX,77845,979-764-7726,30.639236,-96.306609,2014-04-21,J1772
3778,BD,US Department of Energy - Paducah Site,5600 Hobbs Rd,West Paducah,KY,42086,,37.112428,-88.817532,2014-08-05,
3779,LPG,U-Haul,243 Ohio St,Oshkosh,WI,54902,920-233-1244,44.0161136,-88.55278259999999,2013-10-31,
3780,ELEC,CITY OF ST PETE,195 Beach Dr NE,St Petersburg,FL,33701,888-758-4389,27.773237199999997,-82.6327515,2014-08-11,NEMA520 J1772
3781,ELEC,STEVENS PASS,Summit Stevens Pass US Highway 2,Steven's Pass,WA,98288,888-758-4389,47.7450829,-121.0892868,2014-08-11,NEMA520 J1772
3782,E85,Sandia National Laboratory,Building 786,Kirtland AFB,NM,87117,,35.053875,-106.542599,2014-08-05,
3783,E85,Break Time Convenience Store #3061,1000 W College St,Marshall,MO,65340,660-886-6562,39.1083276,-93.213185,2014-07-03,
3784,E85,Lakeside Ampride - Farm Service Co,4040 South Expy,Council Bluffs,IA,51503,712-366-1132,41.220192,-95.851669,2014-04-04,
3785,LPG,Cortez Gas Co,1811 SE Main,Roswell,NM,88203,575-622-1733  575-622-5400,33.370791,-104.5166423,2013-02-28,
3786,ELEC,JBG 1025 TJ,2931-2999 US-29,Washington,DC,20007,888-758-4389,38.9027521,-77.0594251,2014-08-11,J1772
3787,LPG,Circle A Propane,520 W Pontotoc St,Roff,OK,74865,580-456-7794,34.623151,-96.84620190000001,2014-08-05,
3788,ELEC,CARCHARGING,450 W 17th St,New York,NY,10011,888-758-4389,40.7436906,-74.0064005,2014-08-11,J1772 NEMA520
3789,LPG,Northstar Energy,711 Vander Horck St,Britton,SD,57430,605-448-2276,45.7912411,-97.7474718,2013-02-28,
3790,E85,Darr's Pit Stop,10974 Route 111,Medora,IL,62063,618-729-4334,39.154959999999996,-90.142094,2013-10-31,
3791,ELEC,Klaben Ford Lincoln,1089 W Main St,Kent,OH,44240,800-686-3139,41.151759000000006,-81.380359,2014-05-02,J1772
3792,ELEC,Patagonia,259 W. Santa Clara St.,Ventura,CA,93001,888-998-2546,34.280124,-119.30410400000001,2014-08-11,J1772
3793,LPG,U-Haul,7525 SE 29th,Midwest City,OK,73110,405-732-1152,35.4355243,-97.3916181,2014-08-05,
3794,ELEC,Monti's La Casa Vieja Steakhouse,100 S. Mill Ave.,Tempe,AZ,85281,888-998-2546,33.429212,-111.94081200000001,2014-08-11,J1772
3795,ELEC,Nissan of Clinton,412 Southeast Blvd,Clinton,NC,28328,910-590-2005,34.999456,-78.309597,2014-05-02,J1772
3796,ELEC,Vittengl Ford,11125 State Route 22,Comstock,NY,12821,518-639-5542,43.45628370000001,-73.37772790000001,2014-05-02,J1772
3797,E85,Volkan Petroleum - Getty,4123 Middle Country Rd,Calverton,NY,11933,631-369-9293,40.927403000000005,-72.75455759999998,2014-04-04,
3798,ELEC,HILLS. COUNTY,3629 Queen Palm Dr,Brandon,FL,33619,888-758-4389,27.975460100000003,-82.3361969,2014-08-11,NEMA520 J1772
3799,LPG,Northern Energy,2650 N 35th Ave,Phoenix,AZ,85009,602-272-2344  800-683-0256,33.47827,-112.13485700000001,2013-02-28,
3800,ELEC,WHOLE FOODS MKT,300 n broad st,New Orleans,LA,70119,888-758-4389,29.9672383,-90.0857547,2014-08-11,NEMA520 J1772
3801,LPG,Hicksgas,1625 S Schuyler Ave,Kankakee,IL,60901,815-933-4464,41.1015,-87.869962,2013-02-28,
3802,ELEC,Hudson Nissan,7331 Rivers Ave,North Charleston,SC,29406,843-553-1000,32.934637699999996,-80.0385718,2014-05-02,J1772
3803,ELEC,PLUGNEVERYWHERE,984 Grove Blvd,Austin,TX,78741,888-758-4389,30.2368603,-97.7038803,2014-08-11,NEMA520 J1772
3804,ELEC,Krieger Ford,1800 Morse Rd,Columbus,OH,43229,,40.0613465,-82.969876,2013-04-30,J1772
3805,ELEC,BMW WESTCHER,525 Tarrytown Rd,White Plains,NY,10607,888-758-4389,41.043314200000005,-73.8022554,2014-08-11,J1772
3806,LPG,U-Haul,2830 Broadway,Sacramento,CA,95817,916-456-6446,38.5564836,-121.4753706,2014-05-02,
3807,E85,Propel Fuels - Shell,1990 E Del Amo Blvd,Long Beach,CA,90807,562-984-1021,33.8464066,-118.1680078,2014-05-02,
3808,LPG,Morson & Windham,908 E 2nd St,Clarksdale,MS,38614,662-627-4151,34.204011,-90.56423199999999,2014-06-03,
3809,ELEC,CARCHARGING,24 Monroe St,Norwalk,CT,6854,888-758-4389,41.09671779999999,-73.4208679,2014-08-11,NEMA520 J1772
3810,CNG,GAIN Clean Fuel,2100 County Rd B,Menomonie,WI,54751,800-490-4915,44.886191,-91.85503259999999,2014-08-05,
3811,E85,Thorntons #386,101 S Mattis Ave,Champaign,IL,61821,217-359-3128,40.116429499999995,-88.2769332,2013-10-31,
3812,LPG,Denman Propane,8260 Doniphan Dr,Vinton,TX,79821,915-585-1177,31.971871000000004,-106.603291,2013-02-28,
3813,CNG,Apache Whiteface,306 S Taylor,Whiteface,TX,79379,,33.5950476,-102.61370620000001,2014-04-04,
3814,ELEC,Townsend Nissan,2620 Skyland Blvd E,Tuscaloosa,AL,35405,205-561-3993,33.170134000000004,-87.503046,2014-05-02,J1772
3815,ELEC,PASCO COUNTY,38425 McDonald St,Dade City,FL,33525,888-758-4389,28.3383082,-82.1824875,2014-08-11,NEMA520 J1772
3816,LPG,U-Haul,4788 Dorchester Rd,North Charleston,SC,29405,843-747-6942,32.8545874,-80.020308,2014-06-03,
3817,CNG,New York State Department of Transportation,1400 Walt Whitman Rd,Melville,NY,11747,,40.7840239,-73.42233329999998,2014-04-04,
3818,ELEC,Los Angeles Department of Public Works - Longden Flood Maintenance Yard,160 E Longden Ave,Irwindale,CA,91706,,34.112343,-118.00313899999999,2013-12-31,
3819,E85,Speedway #7428,14973 US-12,White Pigeon,MI,49099,269-483-9027,41.7973547,-85.65782829999998,2014-03-06,
3820,LPG,Corner Truck Stop - AmeriGas,1998 Sand Beach Rd,Bad Axe,MI,48413,989-269-4142,43.8038564,-82.9411844,2014-05-02,
3821,ELEC,Nissan of Oakland,2735 Broadway,Oakland,CA,94611,510-588-2200,37.820419,-122.261344,2014-06-03,J1772
3822,E85,Meijer Gas #269,3635 N Vermilion St,Danville,IL,61832,217-655-7200,40.1742555,-87.63036009999998,2014-05-02,
3823,ELEC,MP GARDEN LLC,1214 Fifth Avenue,New York,NY,10029,888-758-4389,40.791267299999994,-73.9520388,2014-08-11,J1772
3824,ELEC,Motorville Nissan,5515 Racetrack Rd,Sheboygan,WI,53081,920-457-8844,43.693157,-87.757829,2014-04-21,J1772
3825,CNG,Shreveport Trash Trucks,1731 Kings Hwy,Shreveport,LA,71103,318-673-6300,32.479997999999995,-93.766015,2014-04-04,
3826,ELEC,Nissan of Norwich,691 W Thames St,Norwich,CT,6360,860-892-6000,41.501415,-72.09517120000001,2014-04-21,J1772
3827,LPG,Cardie Oil Inc,612 S 5th St,Herington,KS,67449,785-965-2215,38.660521,-96.947912,2013-02-28,
3828,LPG,Eastern Municipal Water District,2270 Trumble Rd,Perris,CA,92585,,33.761212,-117.1843956,2014-05-02,
3829,ELEC,ATA HOUSING,249 Thomas S Boyland St,Brooklyn,NY,11233,888-758-4389,40.675072,-73.9131319,2014-08-11,J1772
3830,HY,Town of Hempstead - Department of Conservation & Waterways,320 Lido Blvd,Point Lookout,NY,11569,,40.593489,-73.58415600000001,2014-05-02,
3831,ELEC,Fry's Store #54 Scottsdale,4842 E. Bell Rd.,Scottsdale,AZ,85254,888-998-2546,33.640675,-111.97566599999999,2014-08-11,J1772
3832,ELEC,Libertyville Mitsubishi,1119 S Milwaukee Ave,Libertyville,IL,60048,847-816-6660,42.267595,-87.950818,2013-12-31,J1772
3833,ELEC,University Center Parking Garage (UCPG),660 Throckmorton St,College Station,TX,77840,888-998-2546,30.611497999999997,-96.338886,2014-08-11,J1772
3834,E85,Alderson,Glen Ray Rd,Alderson,WV,24910,,37.725383,-80.653915,2014-08-05,
3835,LPG,AmeriGas,381 S White Mountain Rd,Show Low,AZ,85901,928-537-4944,34.246132,-110.02525159999998,2013-02-28,
3836,ELEC,Florida Power & Light - Jupiter Service Center,100 S Delaware Blvd,Jupiter,FL,33458,,26.932602000000003,-80.11859399999999,2012-06-30,J1772
3837,LPG,Ferrellgas,2985 N US 33,Kimmell,IN,46760,260-635-2352,41.394945,-85.55273299999999,2014-07-02,
3838,BD,Marathon Bio-Diesel Inc,2 Coco Plum Dr,Marathon,FL,33050,305-522-7655,24.734296,-81.01309599999998,2014-08-05,
3839,ELEC,CITY SANANTONIO,9800 Airport Blvd,San Antonio,TX,78216,888-758-4389,29.5254728,-98.47551740000002,2014-08-11,NEMA520 J1772
3840,E85,Sullivan's Fuels,125 E Backbone Rd,Princeton,IL,61356,815-875-1494,41.3934054,-89.46646779999999,2013-10-31,
3841,ELEC,Orangeburg Nissan,2801 Saint Matthews Rd NE,Orangeburg,SC,29118,803-534-5251,33.538342,-80.834906,2014-05-02,J1772
3842,LPG,Atoka County Propane,110 S Main St,Atoka,OK,74525,580-889-7634,34.320294700000005,-96.1668981,2014-08-05,
3843,E85,Kum & Go #2091,5969 Ashworth Rd,West Des Moines,IA,50266,515-226-1322,41.5850506,-93.7900708,2014-03-06,
3844,CNG,Clean N' Green - Waste Management,7382 Talona Dr,Melbourne,FL,32904,,28.096804,-80.675105,2014-08-05,
3845,LPG,U-Haul,2150 S 500 W,Bountiful,UT,84010,801-298-3339,40.86655220000001,-111.8929325,2013-09-30,
3846,CNG,Azusa Unified School District,546 S Citrus Ave,Azusa,CA,91702,,34.1129634,-117.8901908,2014-05-02,
3847,E85,Bellmart - BP,1010 E Waterford St,Wakarusa,IN,46573,574-862-2100,41.536614,-86.000416,2014-07-03,
3848,CNG,Quasar,1123 Old Columbus Rd,Wooster,OH,44691,216-986-9999,40.7851722,-81.9515432,2014-03-06,
3849,ELEC,Enterprise Rent-A-Car,500 Aviation Pkwy,Greer,SC,29651,,34.8847557,-82.215642,2014-04-04,J1772
3850,ELEC,CITY OF ST PAUL,175 Kellogg Blvd W,St Paul,MN,55102,888-758-4389,44.944334999999995,-93.1005215,2014-08-11,NEMA520 J1772
3851,E85,Holiday Stationstore #3551,5430 Minnetonka Blvd,Saint Louis Park,MN,55416,952-920-9613,44.948803000000005,-93.349349,2014-04-04,
3852,E85,Stinker Store #23,2323 W Main St,Boise,ID,83702,208-342-2512,43.62144989999999,-116.2193621,2014-05-02,
3853,ELEC,MP 225 LLC,225 Rector Pl,New York,NY,10280,888-758-4389,40.709224799999994,-74.0161545,2014-08-11,J1772
3854,ELEC,101 ELLSWORTH,101 S Ellsworth Ave,San Mateo,CA,94401,888-758-4389,37.5663336,-122.32439040000001,2014-08-11,J1772
3855,ELEC,BCC PARAMUS NJ,Odabash Way,Paramus,NJ,7652,888-758-4389,40.9500961,-74.0917053,2014-08-11,NEMA520 J1772
3856,ELEC,520 Pike,520 Pike St.,Seattle,WA,98101,888-998-2546,47.611102,-122.334893,2014-08-11,J1772
3857,BD,National Grid - Tonawanda,435 Robinson St,Tonawanda,NY,14120,,43.0346954,-78.8656002,2014-04-04,
3858,BD,US Department of Transportation Maritime Administration (MARAD),2606 Harrison Rd,Fort Eustis,VA,23604,,37.1492224,-76.61165820000001,2013-12-31,
3859,CNG,Sapp Bros Travel Center,6001 Cornhusker Hwy,Lincoln,NE,68507,402-464-0110,40.8622629,-96.637759,2014-06-03,
3860,ELEC,"Walgreens - Shoreline, WA #4759",17518 15th Ave NE,Shoreline,WA,98155,800-663-5633,47.756235700000005,-122.31346409999998,2014-08-11,J1772
3861,ELEC,Clemson Area Transit,200 West Ln,Clemson,SC,29631,864-654-2287  855-443-3873,34.702019,-82.80238759999999,2014-06-03,J1772
3862,E85,Meijer Gas #128,3602 S Bremen Hwy,Mishawaka,IN,46544,574-254-2529,41.63000479999999,-86.1768142,2014-05-02,
3863,ELEC,Riser Nissan,4111 Central Ave,Hot Springs,AR,71913,501-525-4511,34.4539161,-93.0659336,2014-04-21,J1772
3864,BD,Marathon - Valley Mart #12,1006 Congress Pkwy N,Athens,TN,37303,423-744-0607,35.481257899999996,-84.59233499999998,2014-08-05,
3865,E85,Speedway #6661,5905 N US 35,La Porte,IN,46350,219-879-0909,41.691787,-86.803719,2014-03-06,
3866,BD,Avery County - North Carolina DOT,NC-1346 & NC-181,Newland,NC,28657,,36.077114,-81.91788220000001,2013-06-30,
3867,ELEC,Experian Corporate Headquarters,475 Anton Blvd,Costa Mesa,CA,92626,,33.6902716,-117.87498090000001,2013-06-25,J1772
3868,ELEC,Gee Creek Northbound Safety Rest Area,Interstate 5,Ridgefield,WA,98642,888-833-2148,45.776683,-122.66895600000001,2013-05-31,J1772
3869,ELEC,ERCOT,1103 Carlos G Parker Blvd NW,Taylor,TX,76574,888-758-4389,30.571194000000002,-97.437648,2014-08-11,J1772
3870,LPG,U-Haul,14900 Westheimer,Houston,TX,77082,281-556-5194,29.734282899999997,-95.6529974,2013-12-31,
3871,ELEC,Blackburn Nissan,2195 N Frontage Rd,Vicksburg,MS,39180,601-661-7565,32.324638199999995,-90.8656786,2014-04-21,J1772
3872,ELEC,NATIONAL GRID,T.F. Green Airport Connector Rd,Warwick,RI,2886,888-758-4389,41.7272378,-71.4356087,2014-08-11,J1772
3873,ELEC,NCMNS,121 W Jones St,Raleigh,NC,27603,888-758-4389,35.7822405,-78.6409677,2014-08-11,NEMA520 J1772
3874,E85,BP Country Store,422 W Highway 30,Carroll,IA,51401,712-792-2122,42.063856,-94.85986700000001,2014-04-04,
3875,CNG,Grosskopf Bus,1208 E Green Bay St,Shawano,WI,54166,,44.77953,-88.586015,2013-12-31,
3876,ELEC,IRVINE CO OFC,5451 Great America Pkwy,Santa Clara,CA,95054,888-758-4389,37.4118471,-121.97753970000001,2014-08-11,J1772
3877,BD,Georgia Power,308 Airport Rd,Bainbridge,GA,39817,,30.9164059,-84.6020024,2013-09-30,
3878,CNG,Clean Energy - Republic Services,1212 Harrison Ave,Arlington,TX,76011,,32.737536,-97.0914109,2013-07-31,
3879,E85,WoGo - Worley & Obetz,85 White Oak Rd,Manheim,PA,17545,717-664-1922,40.1707169,-76.38778609999999,2014-05-02,
3880,CNG,Clean Energy - ABQ Ride,601 Yale St,Albuquerque,NM,87106,,35.07216,-106.62299999999999,2014-02-05,
3881,LPG,Revere Gas,11098 General Puller Hwy,Hartfield,VA,23071,804-776-9724,37.551085799999996,-76.4455092,2013-02-28,
3882,ELEC,Tremont Street Garage,400 15th St,Denver,CO,80202,303-534-7559,39.742113,-104.99141599999999,2013-12-31,NEMA515 J1772
3883,LPG,Carolane Propane Gas Inc,3117 B Guess Rd,Durham,NC,27705,919-477-2950,36.0357246,-78.9298216,2014-07-02,
3884,E85,Kroger #594,4900 Port Royal Rd,Spring Hill,TN,37174,931-560-2141,35.7420723,-86.8933358,2014-08-05,
3885,BD,Clean Energy Biofuels,250 Arizona Ave,Atlanta,GA,30307,678-318-1785,33.760267,-84.3317579,2013-09-30,
3886,ELEC,Grapevine Train Depot,705 S. Main St,Grapevine,TX,76051,888-998-2546,32.933991,-97.07718,2014-08-11,J1772
3887,E85,Riverside Sinclair,102 Central Ave,Estherville,IA,51334,712-362-7429  712-362-3857,43.4018402,-94.8430603,2014-04-04,
3888,LPG,Centergas Fuels,5901 N Western,Amarillo,TX,79124,806-372-4400,35.267346999999994,-101.885379,2013-02-28,
3889,ELEC,3RD FLOOR,60 W Kinzie St,Chicago,IL,60661,888-758-4389,41.889367,-87.6302287,2014-08-11,J1772
3890,BD,Ellsworth Air Force Base,721 Kenney Rd,Rapid City,SD,57706,,44.1364401,-103.08658,2014-08-05,
3891,E85,Texaco,7915 Jonesboro Rd,Jonesboro,GA,30236,770-210-0404,33.538563,-84.351558,2013-07-31,
3892,CNG,Ogden Time Fill - Questar Gas,2940 Washington Blvd,Ogden,UT,84401,,41.2112,-111.969633,2013-09-30,
3893,LPG,Buttrey Rental Service,216 W Ogden Ave,Westmont,IL,60559,630-969-1191,41.809941200000004,-87.9824458,2013-02-28,
3894,ELEC,"Walgreens - Chula Vista, CA #6255",621 I Street,Chula Vista,CA,92220,800-663-5633,32.627640899999996,-117.088748,2014-08-11,J1772
3895,E85,Cenex C-Store,1400 E Bridge St,Redwood Falls,MN,56283,507-644-3383,44.5413576,-95.0919127,2014-03-06,
3896,CNG,Picksweet Farms,400 S Park Ave,Fillmore,UT,84631,,38.95009,-112.354,2013-09-30,
3897,LPG,Los Angeles Unified School District,18421 S Hoover St,Gardena,CA,90248,,33.9501079,-118.25405459999999,2013-10-31,
3898,LPG,Riverside True Value Hardware,124 Trade St,Danville,VA,24541,434-792-2026,36.5870783,-79.42,2013-02-28,
3899,ELEC,Southern California Edison - Shaver Lake Service Center,42696 Tollhouse Rd,Shaver Lake,CA,93664,,37.1226609,-119.31474170000001,2012-07-31,
